user_id,email,full_name,address,password_hash,balance,is_seller
21,amymoore@example.net,Kara Wilson,"522 Davis Junctions, Whitetown, MA 17494",pbkdf2:sha256:600000$584e9967d99b53686ca6048c2063d5cb$eced6e5394aadffc66877244f5a731593e6110217a9a269d16f7ae59824cc17d,7991.59,True
22,ydiaz@example.com,Amy Wright,"97625 Cheryl Junctions, Lake Nathaniel, AK 92837",pbkdf2:sha256:600000$8a34a2b7053df2b9ab3be1c647a4230c$28136548aeca6c34c85f5c9adea8c045f266e9aec28065947abf1141fe7d30aa,279.74,False
23,zmurphy@example.com,Christine Shepherd,"069 Edward Highway, North Tomport, NV 30451",pbkdf2:sha256:600000$73822dadd8c819fc8ed9bf146ba10d56$eef37496d269d33db22370a161b2330b6d768bd6235a0a60cc2f00df159bccad,1897.43,True
24,philliphendrix@example.net,Alison Farrell,"82347 Gonzalez Stravenue Suite 249, Kelseychester, OK 07104",pbkdf2:sha256:600000$4ed51f2e5565383505362f2b4d2dd798$08b641b7b43095c569b5b1d63c7042c485d138eb14f6c3731d080befb1b7be9f,6902.74,True
25,andersonrobin@example.com,Melissa Nunez,"845 Frost Parkways Apt. 117, Chanchester, NY 88039",pbkdf2:sha256:600000$9c65d25d76552f9299716715d9f944eb$6e73ffc74bc40f351f35fe8dd30b839e9885a48fc74a1fe8e66c6b43a79e3cbf,6888.03,False
26,elizabeth33@example.org,Lauren Ross,"8796 Shane Valleys Suite 588, South Sylviaton, NJ 63863",pbkdf2:sha256:600000$1fae1c50908d5c315df62a1e497477f3$08164073008eb6deeb6f4632ff117a76508f4d907105b5d1f21e0f5a82dfd823,5863.28,False
27,sburnett@example.net,Brett Copeland,"902 Jesse Terrace Apt. 962, Rogersburgh, IL 70607",pbkdf2:sha256:600000$a76208cd1d2a0899126d8e21cc3d4ee1$ba403ddfa916a2c366410adb93f5e46fdd97d6902da138b901abddaeb7019c0d,1846.23,True
28,emilyfranco@example.com,Crystal Shepard,"119 Gray Lodge, Brandiburgh, MH 03570",pbkdf2:sha256:600000$f30289b2035f0c0437323904f1259f40$d8138bb80798d7f65a40b09fd08fa2a2dea874bf8a97a36758b50607ff241dac,4177.04,False
29,ejohnson@example.com,Stephen Novak,"78382 Joseph Squares, Gabrielland, FM 60905",pbkdf2:sha256:600000$88a33cfccaf496a710683f1e38d2f77e$8be34723548071884a99d7ab1141bcc2a1be073730e5b7112f32f7b7061a85d5,2354.62,False
30,bwalker@example.net,John Campbell,"24775 Madison Mill, Port Jeffreyland, NV 89503",pbkdf2:sha256:600000$fd9abf9f2b9d03475d7f514adde9e224$95f499076ad5e58e294465b8521718bbb1cc8504f9f2bfe6a2d56b9682231083,8176.65,False
31,ojohnson@example.com,Michelle Gonzalez,"166 Stone Groves Suite 514, Port Ronald, NH 17401",pbkdf2:sha256:600000$af907511166ddf8fd5b6662484890507$89e039bf0d32249d104c328167bb299ef40174e4ae726bf3e34e5d48d6b4d7e3,9409.83,True
32,jarmstrong@example.com,Stephanie Abbott,"849 Martinez Center Apt. 336, New Mark, IL 82242",pbkdf2:sha256:600000$2ebd16b54a048e031a60b6871e7a6f4c$a96e8e953b1819186d75e3ba8d538b3d05219c6311567daf5c4c55c986f506ee,1907.54,True
33,thomasarcher@example.net,Larry Baker,"454 Reed Lake Suite 098, Chenborough, VT 68963",pbkdf2:sha256:600000$749d25c3778a412584c255d2b8c19d20$ee902e5f46b4869ca3c8e8594c9a535413728e9eaa3b70dbecb309e5796e77da,1582.24,True
34,heather80@example.org,Melanie Scott,"1511 Brooke Lakes, Riveraborough, MO 94595",pbkdf2:sha256:600000$f0e5d2b6d832326c81e5f653f63534e9$5c20c86b9ffd9343ea7a7e5a88e08c1507026e52adbd5f2df7a62879f53f7f8c,8664.22,True
35,kristinowen@example.org,William Hughes,"57880 Hunter Brooks Apt. 049, Lake Jacob, NC 86129",pbkdf2:sha256:600000$19eee90fd00f0372d6b0f16dbb8b61a3$f373c482eca069c1417253e8ba48d9180e62341a87643d25fc6c78d1acdd8e7e,6591.51,False
36,obrienstacy@example.org,Mr. David Black,"5362 Phillips Tunnel, Melanieview, CT 05921",pbkdf2:sha256:600000$d1bf60f011178f5be6cbbfac9754988a$76789999d378c6a25e79e3e8ce9ecbbc56ded54935b51e83b39022907bd1acc6,7164.33,True
37,cherylhill@example.org,Melissa Lopez,"100 Miller Radial, East Christinefurt, IL 96582",pbkdf2:sha256:600000$aef01a20cbe21e87aacf4ab03272a31e$7529258180a0967edd286cd5d2fd6996ec506e5f16059877d39a9d8490fc3360,6869.92,False
38,david44@example.net,Grace Dennis,"64805 Pamela Roads, Port David, NE 24146",pbkdf2:sha256:600000$972503d044a20acf3b36eed843ff154d$b211c2d07f3065b9a57bab57755a033cf87d526f8c22cfcb273c7f8555c701e1,9809.34,True
39,kimberly01@example.org,Kenneth White,"1373 Taylor Expressway Suite 249, Port Deannafurt, CT 75331",pbkdf2:sha256:600000$02953cbf95b0f8e010714b46bede4b1d$4d042c7ce0df44926583b897387f9035fe29191ab047fa2e48b56241aa4d9729,2459.16,True
40,jennifer97@example.net,Mary Horton,"2087 Andersen Lane, Snyderstad, NY 58680",pbkdf2:sha256:600000$6881128c5286e842c460412fd6cbc988$8ffc216dbca7eaecde00af00c0a6fc37fb70c141bf3f3fe49f6d602883c1edb5,6147.79,True
41,tiffany66@example.org,Jennifer Warner,"7494 Combs Key Suite 837, South Carlaland, GA 37389",pbkdf2:sha256:600000$2bb217ecb49ad5d997604b83239fb9a0$762a8e574aab58d7b09b6601f8c14683f7392a5d3bb61f1a45424f16aa414c7c,356.16,False
42,kristenmiller@example.com,Lori Dudley,"009 Keller Parkway, Frankborough, WA 30559",pbkdf2:sha256:600000$eeb15b19b73c12b8a5bf5599ee1c7d8e$ff6e5226fa9c40f3212ae9a8aae622674c09e56e05020500c54feb2535d1b4b1,152.37,True
43,jasonwilson@example.org,Bryan Harvey,"0739 Jason Locks, Port Jessica, AR 95389",pbkdf2:sha256:600000$ad4c51c66569f60cd15fb85f3c30d840$311eb88fbe054ee76ae9d215efdd40bdd48f3d74c7c920ff045e53020dc66e5f,595.25,True
44,christopher14@example.com,Elizabeth Chan,"698 Allen Cove Suite 905, South Rebeccaton, HI 18625",pbkdf2:sha256:600000$47342fa27a132c448f691e8fecfbe805$0bbe6d758a704d8e7010bc1255dbac000eaf64d771af74902bef4ef6e70c7b17,3554.5,False
45,zsimmons@example.org,Matthew Vincent,"047 Gary Harbor Apt. 827, New Scott, CA 85296",pbkdf2:sha256:600000$48a7c3406fec52ed6b13eb752ed13a93$f6590ceb84ae9b5e3e93a26c58d840e02f9fa755ca0ce043b0f565ccc8ba216e,8977.86,False
46,anthony69@example.net,Raymond Burns,"0436 Russell Stravenue, Port Deannaton, MS 90998",pbkdf2:sha256:600000$350599aea3fd60046bd4b6b28a99da9c$e66383cd56c85d1d8af6de8a6f4204105fbbca236a1cc3570f662d7adc37d71b,9099.35,False
47,frazierelizabeth@example.com,Vincent Lane,"404 Matthew Glens, Richardhaven, MS 04303",pbkdf2:sha256:600000$6d6047103b3e14a0b8a86e5b5dd3f043$0530338a463615a7b2c0be53c656707f3cc062108597010b2c6212f458462e30,3686.08,True
48,jodyjohnson@example.net,Sarah Stephens,"USNV Moore, FPO AP 48522",pbkdf2:sha256:600000$1e8274e21d863093bae336b611e1323e$1dff27b25f25d96610a75725a29fef5aba223601904bd59a1dccd4cb3846e7b5,4048.66,True
49,melissakennedy@example.net,Tanner Jackson,"392 Moreno Pike, East Ericmouth, AK 64235",pbkdf2:sha256:600000$ba9706fb4d62e646e9cbc6bd7f1b947e$7ce8a68003ef512cc02c8fc631b457c1c3c9a5a707ace51215e488f256c957a3,3565.12,True
50,thomasmatthews@example.com,Mark Tucker,"277 Susan Plaza, Barbarabury, LA 52200",pbkdf2:sha256:600000$b8525c4463ebdab0c31c8957ad10b86b$65108052aeac082524d395c9e430f5dafbe7c9475ffe538b91596492bacfde48,442.51,True
51,jenkinsheather@example.com,Kelly Escobar,"9622 James Isle Suite 005, Thomasborough, FM 82170",pbkdf2:sha256:600000$afef97796210e400e42b6c0aedf2230a$63244c63de4243d8c7d98041e7ab34203c560665a6ce9b20d5dc2960c3938fa0,7368.17,False
52,christensenwilliam@example.com,Charles Williams,"7498 Andrea Points Suite 861, Stevensonfort, VA 57512",pbkdf2:sha256:600000$13c38a8f477db75adde2d3221c3f3246$b355ed8043013fcf7aa41b96834e735ac0e46d31a63c6f7dd66b322f510201f2,6228.54,False
53,bjones@example.org,Vincent Greene,"9429 Murphy Loop, Brendanport, AS 40679",pbkdf2:sha256:600000$ee6810ec27d70020260bf44093d0444f$24768ffddebd9d67dbf04d505c2d87d424cadf2388719bac073bab5406bd62ac,8418.03,False
54,harry34@example.org,Karen Parrish,"32793 Tony Shores Suite 995, Brandonburgh, WI 19828",pbkdf2:sha256:600000$d944d99f374c4378e10713070fb1d648$de6df495be0dab2d4455d441a62c59d0571a9a609f1180fb4a43536cb4abb79d,8111.96,True
55,angelaclark@example.org,Jasmine Conley,"182 Jackson Land, New Emilytown, TN 91621",pbkdf2:sha256:600000$1756e129549284ccd64c5ecbdb25da0c$9040395e761f5ab226dcdde822a368cded091ddc1b3c52e95914f29b6eea4426,4180.82,False
56,gregory12@example.com,Sharon Frank,"937 Guzman Freeway Apt. 677, Sandovalville, NE 07091",pbkdf2:sha256:600000$b4eb2177754f26b91fd3023c6a802d40$90526ead0c457db6172a5134265c8830c204bcc1d1c0e7f500921594e37cfc4c,949.6,True
57,amberward@example.org,Katherine Lucas,"2755 James Neck Suite 285, North Jordan, AL 70396",pbkdf2:sha256:600000$8410e89652f546798f9b06e0a78693c5$4b491e77c2da60b63cad509c3e44ed1898e1005e19b73b0719261bd1a335611d,7921.2,False
58,jeffreymurillo@example.com,Jennifer Flores,"USS Melendez, FPO AA 95582",pbkdf2:sha256:600000$61a33d58ede551dc22c52d0c8ed1553b$4b53722d2025db0eee4eab602debbd214ed64685607dcebe2705a0c145001462,1120.41,False
59,sandramartinez@example.org,Nicole Smith,"5028 John Gateway, Erinmouth, SC 67902",pbkdf2:sha256:600000$81f6f02af1c4c88d6320faf2c6a4a5f4$05f2042701dae32b1b0b850147b9202790a3d1cf446d1460d5c9ebf8b623ad2b,1277.98,True
60,thomasadams@example.com,David James,"520 Weaver Islands Suite 232, Douglaston, NV 73014",pbkdf2:sha256:600000$f2472ed95b9f5a4e4a46b75bf969888d$8885ddb0639599240d247a4fede64b4549abc76619add6ffad95fa581aa78251,9748.89,True
61,joseph38@example.org,Rodney Vargas,"8179 Lisa Village Suite 964, South Dawnshire, KS 29892",pbkdf2:sha256:600000$1e364ff68b3c037400adc58a622eecdb$2b422821fe69c12de4b2d43a2c4f50257288b6ba3254fb69c16c519676dbc052,422.53,False
62,xcombs@example.net,John Lyons,"1273 Bridges Squares Apt. 865, West Don, NV 40861",pbkdf2:sha256:600000$f3f944abce436e2e9c94d8e7fafb7eb0$08087b6bb637476b1d34900ee175339fb993f07238c80c5e4202925fe8bfc0e3,9287.52,True
63,johnsongregory@example.net,David Becker,"0391 Wang Ranch, North Veronicamouth, ID 51424",pbkdf2:sha256:600000$53db6e577f0d2639b31dda3282a5ef21$290eb88179665d5458dfe8ce92814add9249efe33c8ec26a6c51b9eaea2b14ed,3548.12,False
64,william95@example.net,Ronald Wilkins,"0956 David Ways Apt. 247, Jacquelineberg, TN 37979",pbkdf2:sha256:600000$b25b0b7bf77a989087ecbbc473371f8a$b5d1d111961338ea8e2663c8a0d4d158320c47a667f2d9951616394aaae3ec69,5408.32,False
65,utaylor@example.net,Ashley Robinson,"6387 Cobb Avenue, Garrettview, MN 62323",pbkdf2:sha256:600000$5acd6f3c2acc5548af5679a336c44d67$be6956077ea0247b2ede71eb6c8082738ef30b2800174abcdae84eb25a55f647,1308.56,True
66,ganderson@example.org,Karen Estrada,"914 Dakota Row, Ochoahaven, GU 09319",pbkdf2:sha256:600000$fbc8c4f3f2727cc0bb4de0aafe6a0af3$6723210e7b67e452d055ad6d9a084ca71ef26170ef0f88f02c74fbcd95ee51a8,4466.7,False
67,hamptonnathan@example.net,Michael Brown,"72700 Cindy View Suite 491, Ashleystad, CO 45882",pbkdf2:sha256:600000$5a6309c57c1155ab08aabe18c66ee12b$34741c41403c34dccda1654c463e7c7040ec91d76600d179e81f1c8eeb0b65f5,2288.61,False
68,glenda14@example.net,Rachel Morris,"9482 Kim Fields, West Michaelhaven, IN 50012",pbkdf2:sha256:600000$d250cf3751f180902f1a2b12e171a706$87f281dff9b545dadfce1be9e670e947f7864687dadc18cecd2be4d9827fbbb4,6879.87,True
69,nrogers@example.com,Megan Williams,"539 Timothy Common Apt. 056, East Lesliefort, AZ 63121",pbkdf2:sha256:600000$00e4bd3e67b2d4a6cd5f25fca637bdfe$1cbac4ab989e3f9ba9c490f4781ee7c6370ad421fd5d199ef910b82a828cf0be,7211.18,False
70,scott81@example.net,Ryan Rogers,"Unit 6179 Box 2060, DPO AE 69363",pbkdf2:sha256:600000$6eba934ae7a2442f286d31a27a95486c$52cd60cc017d72459d4715de55f07c6c77f77414c8d27efb663098adc5bbd660,1504.71,True
71,monique14@example.net,Ryan Thomas,"USNV Peterson, FPO AE 74927",pbkdf2:sha256:600000$9ea8c547dc39c2ff5cf5a562233ed368$98c3369269a3fe4e1203768a8b5dbdc74861ced502065fc5c4f0b28ff67db10b,786.56,True
72,erika51@example.org,Theresa Cook,"PSC 7368, Box 4829, APO AE 40319",pbkdf2:sha256:600000$76a013dc4e6e8efa9e699cf88af2bda4$8dd0dcdeeb2a77087575dcaf63e3b8acd3201a1828cfcef66f283b06ea827cdb,7177.24,True
73,bmartinez@example.org,Megan Howard,"09031 Kayla Glen Suite 403, East Craig, VT 55654",pbkdf2:sha256:600000$4bb328308be6f7f8bec909615e23a4f9$f84c5f1caacdd3656da3117197a5e34fb15c81c97ab4286a36d0655ecd14bad6,3115.41,True
74,kramermichael@example.net,Robert Garcia,"08848 Ortiz Points, Baileyfurt, NC 55909",pbkdf2:sha256:600000$5ff10a8e1400435a4ca102fc0c3b2218$9695659e8845e255de666a5ba88b499e2089e10f96c32168cf48ab6da0cc69b8,1324.95,True
75,dholland@example.org,Jessica Owens,"4171 Mccormick Walks, Lake Paul, TX 06324",pbkdf2:sha256:600000$4177598333efa9e5e5a42e5649190345$e1a8f79a62edef9c03ce123e1d59c38b24358c92a08b559430f31757b2cf3ddb,8047.94,False
76,moorejames@example.org,Katherine Ray,"257 Paul Shoal Suite 565, North Joseph, VI 05438",pbkdf2:sha256:600000$571985cfa63fb8c37d946fe30f64cd39$ccf641c2d5e520edb3087b7d0f7e00077a57204706ba6598eb68eaa3063b59aa,4653.32,True
77,katelyn79@example.org,Melinda Lara,"9989 John Courts Apt. 384, Wolfport, SC 28095",pbkdf2:sha256:600000$e9a0bc01d5af9779a963d21e3a8e2b23$1217b3f23c3a390c8a29017ec0e2a5583eac441fb12152cdb9f48cd962386671,9575.84,True
78,hallbilly@example.net,Steven Bishop,"407 Daniel Plain Suite 525, Michaelville, UT 50193",pbkdf2:sha256:600000$a1e9c13c02d6c1435f34b509b82a491e$e8f540f271d8007267a437babb67683c87d6b4d79ff9ed779b7ae9ab1c4db722,3787.33,True
79,williamsdavid@example.org,Jeffrey Giles,"USNS Cruz, FPO AA 87840",pbkdf2:sha256:600000$b0e1234fa15b08a34282b995a7ac4ee5$71934eedd90ba6fa0f87b8596780da5da4c4e41c1bd4950eb99ada579a1d03d9,312.33,True
80,brandysmith@example.org,Jane Gomez,"PSC 4036, Box 8118, APO AE 21431",pbkdf2:sha256:600000$cc193bc1a3924fad698779ca24fe65e6$c73ed34d0c877df8a47f1d93cd01662ce359ab96bb8650ca880ec9efb01449be,1882.42,True
81,smithkenneth@example.org,Monica Hood,"60994 Karen Mall, North Daniel, VI 61882",pbkdf2:sha256:600000$278874e3648b29893797d3eeb9ee1a27$08c3e92199cf31b6e279eb682e3e8a0600d0e01fdcd181ca27395f9a813047db,7960.91,True
82,xday@example.net,Jesse Cruz,"969 Lee Plains, Crystalstad, ID 69819",pbkdf2:sha256:600000$c82da3416adf7070aafcc98d6009f8db$aa0d6e8bd4d27b236440a3c07fa9db3307972d4cbec95660f15f43a2ecfc5603,7526.46,False
83,thomas55@example.org,David Martinez,"34048 Gregory Harbor, Watsonton, NC 17642",pbkdf2:sha256:600000$b5714bcacba8447a822fae0d614be527$1e82c1dcf67e0b9c3b4cbac2b31e5448e824d4c1151a2e268f679b63e53b61bd,3199.28,True
84,michaelmarks@example.org,Cody Wheeler,"6823 Morrison Field, Riverafort, NH 06038",pbkdf2:sha256:600000$a6bc38ffd47f3c005d9d0b6aa3221eef$2157b3fc7378249322fced51d9ada28e991f75c2a99c46c802b1cb23a984bb8b,7131.37,True
85,jason08@example.net,Travis Johnson,"815 Abigail Valleys, Hicksside, WA 17429",pbkdf2:sha256:600000$95cefd1bc82d6415084d640e2a3e5037$c8b1b427365a004dec3f702ebd4775f4d0ae88d99c562d466524f2291e5e6691,7836.19,False
86,vjohnson@example.net,Christopher Rodriguez,"65130 Marcus Path Apt. 535, Cindyview, OK 42361",pbkdf2:sha256:600000$1be4f2db6defbcbf2dee21547a6eaebc$d533d6358c0a353ce7bdb20f11b9f576bb7fc9ffae8dfa07dc7d27dbecc59487,3936.59,False
87,matthewbrown@example.com,Christina Palmer,"0098 Jose Courts, East Kayla, IA 42711",pbkdf2:sha256:600000$130bedfe5edb52277f042b0cf20e42b1$166bb23464f2d460805876f01b60d31da45c8048fbe9a60bb8c47e70fe585854,7847.38,False
88,ericmartinez@example.com,Larry Olsen,"2706 Peterson Branch Suite 794, New Tiffany, WI 78409",pbkdf2:sha256:600000$b03dcbbfb16fb74519e9688fc0ffabba$a78f2ab15d529ada0fa9b4b6b45ca60d1fdc95a7f0f3d38ac38b3f6200abd886,6210.63,True
89,tclark@example.com,Deborah Hernandez,"65271 Michelle Oval Suite 814, Lake Brandyside, WI 48383",pbkdf2:sha256:600000$5139c476bf838d50827be6895942eda7$0ebbdafbc2cb352b9730c2bfe63e2b1d30353c8489d913c55234615534d86bce,1581.11,False
90,crojas@example.org,Jeff Fuller,"168 Wilson Forge Apt. 206, Mcguireville, NY 97105",pbkdf2:sha256:600000$8fb87b9333f4267e480ac61c8fef8f72$d73f0f24df8a9d8630688f3a184c49d893ce287dd17499cb89b863b637801971,5570.68,True
91,kelly85@example.net,Joseph Smith,"118 Lyons Well, New Karenton, NH 93352",pbkdf2:sha256:600000$d2631bb3f0e963c82dbf13c7e0dce513$e9eeb4a4d552b6cdbe137a5071f41899058abf1278e8809d0a4cb4377f5bb138,5892.87,False
92,vlam@example.com,Laura Benson,"0612 Thompson Island, Port Lindsey, UT 17416",pbkdf2:sha256:600000$2a562b5d877d5348622dd981b253d2dc$6d7ac04435b3b867e326b3ee7a18b993a791ed1feecc52e1f6b25e46db86a8a0,6569.44,True
93,moyerwalter@example.com,Emily Allen,"USS Wallace, FPO AA 61013",pbkdf2:sha256:600000$85240496db9781aa2266a32c8442870f$aa5149a865115fafab6b23751699f42707159f7fbcf707708ae797eb36a2ff1d,9804.02,False
94,znelson@example.org,Ashley Rice,"4334 Jennings Mills, Christinachester, MS 89552",pbkdf2:sha256:600000$55cd1c047861a4429c0a2f1b1e13e9fb$9ebbdb3c53e32b004d571535ecc4c7be5c541ced25b9a62c1f37bcf262059c55,6382.56,True
95,carlos08@example.com,Hailey Davis,"860 Nathan Dale Suite 306, Nicolemouth, ME 49449",pbkdf2:sha256:600000$1352ddf8e4abbd7796361dc0c88087a1$09edafd292574a2d1366682e22b2da5df0b9d976b6f3ea38541f732649b69e9f,5638.88,True
96,susandunlap@example.net,Thomas Bridges,"3566 Green Brook, Lake Victoria, MP 41680",pbkdf2:sha256:600000$08a95b2a94f3b2d1bf23e32f94312fef$f7f303010ee1ddd06775a421df96e9761f0246b2e7860afd90d92de41e57c1ba,9792.76,True
97,donnaholloway@example.net,Erik Ellis,"64877 Francis Highway, South Elizabeth, ME 67058",pbkdf2:sha256:600000$a8882d0b32a87c8d780eefb09b1b2b2b$5976b1af07ff61c5b727e602f1669982c21c6a53526ccf630098e44e93becd9c,2768.52,True
98,christian09@example.net,Brent Santiago,"99662 Andrew Forest, West Isaacborough, AK 78517",pbkdf2:sha256:600000$d17eaa832e9b52694d3de3900ef6225c$d502f6b2e6d531738935cb99f42f7b5c768753c05930168c5959ae5bf31748d2,4752.1,True
99,audrey56@example.net,Joshua Porter,"94696 John Creek Apt. 394, East Jonathan, DC 01592",pbkdf2:sha256:600000$5bd3fdcb69ff2e7de29bc3f9202dc72d$a66bbbf7009b287e61332e2512f84931b8ea595604afbf8def71efae9a09f116,1264.91,True
100,pwalker@example.com,Kim Peterson,"73694 Douglas Wall, Michelleland, UT 12005",pbkdf2:sha256:600000$f4a67d921c66401f980de07c7ee7506c$c6293613fabc80b7124771c4f7f1cf101857f367b73ec1811f0f8e9cbec486e2,1828.9,True
101,smithnicholas@example.com,Randy Nelson,"89735 Nichole Burg Apt. 997, Sandraton, MO 22038",pbkdf2:sha256:600000$1ca8bf3d60023f254de6544e61056046$c41f8f2b8cfcbe124dbf992c942532ec94224510df919965efb903a5cb376852,9330.75,True
102,smithjoseph@example.com,Christopher Pittman,"58713 Garrett Union, Skinnerton, VI 72872",pbkdf2:sha256:600000$1e9cc267d5bc856d903917a1db740b45$8682cae835c41b6b457f6144d0822a679f30de47747e3a316b2fe60bcf921841,2424.81,True
103,aaronreed@example.com,Stephanie Mccarthy,"2002 Schneider Spurs, Feliciaborough, NV 35635",pbkdf2:sha256:600000$f0f96d6b8290bc981860921641b765e9$6f201e54741cabaf338c7e4d207136e88a34334b875f7dec8328f8c4566fbdc3,3369.48,True
104,watersbrandon@example.net,Aaron Watkins,"2910 Case Vista, East Carrieshire, DC 15770",pbkdf2:sha256:600000$58040a32b252e247de695312be612bcf$cef29b5732d15c448a72df8a0686abdf24fa7baeb07e80ae54160b03814e05d1,3854.92,True
